x	y	clickSelects	xmin	xmax	ymin	ymax
0.25	0	logFC=0.25 -log10(p)=0	0.125	0.375	-2.5	2.5
1.25	10	logFC=1.25 -log10(p)=10	1.125	1.375	7.5	12.5
0.75	5	logFC=0.75 -log10(p)=5	0.625	0.875	2.5	7.5
0.5	5	logFC=0.5 -log10(p)=5	0.375	0.625	2.5	7.5
0	0	logFC=0 -log10(p)=0	-0.125	0.125	-2.5	2.5
-0.25	0	logFC=-0.25 -log10(p)=0	-0.375	-0.125	-2.5	2.5
-0.75	0	logFC=-0.75 -log10(p)=0	-0.875	-0.625	-2.5	2.5
0.5	0	logFC=0.5 -log10(p)=0	0.375	0.625	-2.5	2.5
-0.5	0	logFC=-0.5 -log10(p)=0	-0.625	-0.375	-2.5	2.5
-1	5	logFC=-1 -log10(p)=5	-1.125	-0.875	2.5	7.5
1.25	0	logFC=1.25 -log10(p)=0	1.125	1.375	-2.5	2.5
0.75	0	logFC=0.75 -log10(p)=0	0.625	0.875	-2.5	2.5
-1.25	0	logFC=-1.25 -log10(p)=0	-1.375	-1.125	-2.5	2.5
1.5	5	logFC=1.5 -log10(p)=5	1.375	1.625	2.5	7.5
-1	0	logFC=-1 -log10(p)=0	-1.125	-0.875	-2.5	2.5
-2	5	logFC=-2 -log10(p)=5	-2.125	-1.875	2.5	7.5
1	0	logFC=1 -log10(p)=0	0.875	1.125	-2.5	2.5
-2.5	0	logFC=-2.5 -log10(p)=0	-2.625	-2.375	-2.5	2.5
-1.75	5	logFC=-1.75 -log10(p)=5	-1.875	-1.625	2.5	7.5
-1.75	0	logFC=-1.75 -log10(p)=0	-1.875	-1.625	-2.5	2.5
2.75	0	logFC=2.75 -log10(p)=0	2.625	2.875	-2.5	2.5
-1.5	0	logFC=-1.5 -log10(p)=0	-1.625	-1.375	-2.5	2.5
1.75	0	logFC=1.75 -log10(p)=0	1.625	1.875	-2.5	2.5
1.5	0	logFC=1.5 -log10(p)=0	1.375	1.625	-2.5	2.5
-2	0	logFC=-2 -log10(p)=0	-2.125	-1.875	-2.5	2.5
3.25	0	logFC=3.25 -log10(p)=0	3.125	3.375	-2.5	2.5
-3	0	logFC=-3 -log10(p)=0	-3.125	-2.875	-2.5	2.5
2	0	logFC=2 -log10(p)=0	1.875	2.125	-2.5	2.5
2.25	0	logFC=2.25 -log10(p)=0	2.125	2.375	-2.5	2.5
-3.5	0	logFC=-3.5 -log10(p)=0	-3.625	-3.375	-2.5	2.5
-4	0	logFC=-4 -log10(p)=0	-4.125	-3.875	-2.5	2.5
3.5	0	logFC=3.5 -log10(p)=0	3.375	3.625	-2.5	2.5
-2.25	0	logFC=-2.25 -log10(p)=0	-2.375	-2.125	-2.5	2.5
4.25	0	logFC=4.25 -log10(p)=0	4.125	4.375	-2.5	2.5
-0.75	5	logFC=-0.75 -log10(p)=5	-0.875	-0.625	2.5	7.5
-1.25	5	logFC=-1.25 -log10(p)=5	-1.375	-1.125	2.5	7.5
-1.5	5	logFC=-1.5 -log10(p)=5	-1.625	-1.375	2.5	7.5
3	0	logFC=3 -log10(p)=0	2.875	3.125	-2.5	2.5
-2.75	0	logFC=-2.75 -log10(p)=0	-2.875	-2.625	-2.5	2.5
4	0	logFC=4 -log10(p)=0	3.875	4.125	-2.5	2.5
-3.75	0	logFC=-3.75 -log10(p)=0	-3.875	-3.625	-2.5	2.5
-0.25	5	logFC=-0.25 -log10(p)=5	-0.375	-0.125	2.5	7.5
1	5	logFC=1 -log10(p)=5	0.875	1.125	2.5	7.5
-2.25	5	logFC=-2.25 -log10(p)=5	-2.375	-2.125	2.5	7.5
2.5	0	logFC=2.5 -log10(p)=0	2.375	2.625	-2.5	2.5
-4.25	0	logFC=-4.25 -log10(p)=0	-4.375	-4.125	-2.5	2.5
-0.5	5	logFC=-0.5 -log10(p)=5	-0.625	-0.375	2.5	7.5
4.5	0	logFC=4.5 -log10(p)=0	4.375	4.625	-2.5	2.5
1.25	5	logFC=1.25 -log10(p)=5	1.125	1.375	2.5	7.5
0.25	5	logFC=0.25 -log10(p)=5	0.125	0.375	2.5	7.5
-5	5	logFC=-5 -log10(p)=5	-5.125	-4.875	2.5	7.5
2.25	5	logFC=2.25 -log10(p)=5	2.125	2.375	2.5	7.5
-4.5	5	logFC=-4.5 -log10(p)=5	-4.625	-4.375	2.5	7.5
4.75	5	logFC=4.75 -log10(p)=5	4.625	4.875	2.5	7.5
-3.25	5	logFC=-3.25 -log10(p)=5	-3.375	-3.125	2.5	7.5
-3	5	logFC=-3 -log10(p)=5	-3.125	-2.875	2.5	7.5
4.5	5	logFC=4.5 -log10(p)=5	4.375	4.625	2.5	7.5
-2.75	5	logFC=-2.75 -log10(p)=5	-2.875	-2.625	2.5	7.5
-0.75	10	logFC=-0.75 -log10(p)=10	-0.875	-0.625	7.5	12.5
1	15	logFC=1 -log10(p)=15	0.875	1.125	12.5	17.5
1	10	logFC=1 -log10(p)=10	0.875	1.125	7.5	12.5
-0.75	15	logFC=-0.75 -log10(p)=15	-0.875	-0.625	12.5	17.5
2	5	logFC=2 -log10(p)=5	1.875	2.125	2.5	7.5
