fill	x	y	xmin	xmax	ymin	ymax
#E7E4F2	11080	24	11055	11105	-1	49
#FFFEFE	11130	24	11105	11155	-1	49
#E8CECA	11130	74	11105	11155	49	99
#FEFDFD	11180	74	11155	11205	49	99
#DDB7B2	11180	124	11155	11205	99	149
#FDFAFA	11230	124	11205	11255	99	149
#832424	11230	174	11205	11255	149	199
#FFFFFF	11280	174	11255	11305	149	199
#F0EEF7	11280	224	11255	11305	199	249
#F4F3F9	11330	224	11305	11355	199	249
#A79DCF	11330	274	11305	11355	249	299
#DFDBEE	11380	274	11355	11405	249	299
#F1EFF7	11380	324	11355	11405	299	349
#E9E6F3	11430	324	11405	11455	299	349
#FBFBFD	11180	24	11155	11205	-1	49
#FCF8F7	11280	124	11255	11305	99	149
#E4E0F0	11380	224	11355	11405	199	249
#FEFDFC	11230	74	11205	11255	49	99
#FBF7F6	11330	174	11305	11355	149	199
#F7F5FA	11430	274	11405	11455	249	299
#F9F8FC	11230	24	11205	11255	-1	49
#FFFFFF	11280	74	11255	11305	49	99
#FCF7F7	11330	124	11305	11355	99	149
#FFFFFE	11380	174	11355	11405	149	199
#F0EEF7	11430	224	11405	11455	199	249
#F9F8FC	11480	274	11455	11505	249	299
#FBFBFD	11280	24	11255	11305	-1	49
#FCF7F6	11380	124	11355	11405	99	149
#FFFEFE	11480	224	11455	11505	199	249
#FEFEFE	11330	74	11305	11355	49	99
#EFECF6	11430	174	11405	11455	149	199
#F8F7FB	11330	24	11305	11355	-1	49
#FBFBFD	11380	74	11355	11405	49	99
#FAF5F4	11430	124	11405	11455	99	149
#F0EEF7	11480	174	11455	11505	149	199
#F9F8FC	11530	224	11505	11555	199	249
#FCFBFD	11380	24	11355	11405	-1	49
#F5F3F9	11480	124	11455	11505	99	149
#FDFCFE	11430	74	11405	11455	49	99
#FEFEFE	11530	174	11505	11555	149	199
#F1EFF8	11430	24	11405	11455	-1	49
#FEFCFC	11480	74	11455	11505	49	99
#FBFAFD	11530	124	11505	11555	99	149
#FFFFFF	11580	174	11555	11605	149	199
#FBFBFD	11480	24	11455	11505	-1	49
#F5E9E7	11580	124	11555	11605	99	149
#FAF9FC	11530	74	11505	11555	49	99
#F5F4FA	11530	24	11505	11555	-1	49
#FDFAFA	11580	74	11555	11605	49	99
#F4E7E5	11630	124	11605	11655	99	149
#F9F8FB	11580	24	11555	11605	-1	49
#FAF4F3	11630	74	11605	11655	49	99
#EDEAF5	11630	24	11605	11655	-1	49
#FFFFFF	11680	74	11655	11705	49	99
#FBFBFD	11680	24	11655	11705	-1	49
#F6F4FA	11730	24	11705	11755	-1	49
