fill	x	y	xmin	xmax	ymin	ymax
#0B0B0B	0.25	0	0.125	0.375	-2.5	2.5
#C0C0C0	1.25	10	1.125	1.375	7.5	12.5
#737373	0.75	5	0.625	0.875	2.5	7.5
#6D6D6D	0.5	5	0.375	0.625	2.5	7.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#0B0B0B	-0.25	0	-0.375	-0.125	-2.5	2.5
#232323	-0.75	0	-0.875	-0.625	-2.5	2.5
#161616	0.5	0	0.375	0.625	-2.5	2.5
#171717	-0.5	0	-0.625	-0.375	-2.5	2.5
#888888	-1	5	-1.125	-0.875	2.5	7.5
#3D3D3D	1.25	0	1.125	1.375	-2.5	2.5
#252525	0.75	0	0.625	0.875	-2.5	2.5
#3B3B3B	-1.25	0	-1.375	-1.125	-2.5	2.5
#9D9D9D	1.5	5	1.375	1.625	2.5	7.5
#343434	-1	0	-1.125	-0.875	-2.5	2.5
#ADADAD	-2	5	-2.125	-1.875	2.5	7.5
#2E2E2E	1	0	0.875	1.125	-2.5	2.5
#575757	-2.5	0	-2.625	-2.375	-2.5	2.5
#B2B2B2	-1.75	5	-1.875	-1.625	2.5	7.5
#4B4B4B	-1.75	0	-1.875	-1.625	-2.5	2.5
#555555	2.75	0	2.625	2.875	-2.5	2.5
#4A4A4A	-1.5	0	-1.625	-1.375	-2.5	2.5
#4F4F4F	1.75	0	1.625	1.875	-2.5	2.5
#434343	1.5	0	1.375	1.625	-2.5	2.5
#5E5E5E	-2	0	-2.125	-1.875	-2.5	2.5
#666666	3.25	0	3.125	3.375	-2.5	2.5
#666666	-3	0	-3.125	-2.875	-2.5	2.5
#484848	2	0	1.875	2.125	-2.5	2.5
#6E6E6E	2.25	0	2.125	2.375	-2.5	2.5
#757575	-3.5	0	-3.625	-3.375	-2.5	2.5
#979797	-4	0	-4.125	-3.875	-2.5	2.5
#737373	3.5	0	3.375	3.625	-2.5	2.5
#696969	-2.25	0	-2.375	-2.125	-2.5	2.5
#8D8D8D	4.25	0	4.125	4.375	-2.5	2.5
#757575	-0.75	5	-0.875	-0.625	2.5	7.5
#979797	-1.25	5	-1.375	-1.125	2.5	7.5
#9E9E9E	-1.5	5	-1.625	-1.375	2.5	7.5
#A2A2A2	3	0	2.875	3.125	-2.5	2.5
#999999	-2.75	0	-2.875	-2.625	-2.5	2.5
#868686	4	0	3.875	4.125	-2.5	2.5
#838383	-3.75	0	-3.875	-3.625	-2.5	2.5
#9A9A9A	-0.25	5	-0.375	-0.125	2.5	7.5
#818181	1	5	0.875	1.125	2.5	7.5
#B2B2B2	-2.25	5	-2.375	-2.125	2.5	7.5
#808080	2.5	0	2.375	2.625	-2.5	2.5
#ACACAC	-4.25	0	-4.375	-4.125	-2.5	2.5
#737373	-0.5	5	-0.625	-0.375	2.5	7.5
#E2E2E2	4.5	0	4.375	4.625	-2.5	2.5
#8F8F8F	1.25	5	1.125	1.375	2.5	7.5
#A2A2A2	0.25	5	0.125	0.375	2.5	7.5
#E2E2E2	-5	5	-5.125	-4.875	2.5	7.5
#BBBBBB	2.25	5	2.125	2.375	2.5	7.5
#C2C2C2	-4.5	5	-4.625	-4.375	2.5	7.5
#C0C0C0	4.75	5	4.625	4.875	2.5	7.5
#CBCBCB	-3.25	5	-3.375	-3.125	2.5	7.5
#D4D4D4	-3	5	-3.125	-2.875	2.5	7.5
#C8C8C8	4.5	5	4.375	4.625	2.5	7.5
#C0C0C0	-2.75	5	-2.875	-2.625	2.5	7.5
